dataset,qid,query,class,best_model,utility_bm25,utility_l6,utility_bge,eff_bm25,eff_l6,eff_bge,lat_bm25,lat_l6,lat_bge
scifact-train,17,53% of perinatal mortality is due to low birth weight.,0,bm25,0.04984985077577378,0.039838265573121145,0.0,0.0,0.0,0.0,0.0008755349554121494,0.0592540770303458,0.29155493807047606
scifact-train,18,61% of colorectal cancer patients are diagnosed with regional or distant metastases.,2,bge,0.04974422779344191,0.0398769626611225,0.3233213650848617,0.0,0.0,0.34033827903669656,0.0014678901061415672,0.05809664214029908,0.2869526220019907
scifact-train,19,7-day-old adult Caenorhabditis elegans exhibit approximately 5% of the learning capacity seen in 1-day old adults.,2,bge,0.32854107385546505,0.04017352909461039,0.39583333333333326,0.2934264036172708,0.0,0.41666666666666663,0.0012272200547158718,0.05634907609783113,0.28672082093544304
scifact-train,20,7-day-old adult Caenorhabditis elegans exhibit approximately 75% of the learning capacity seen in 1-day old adults.,2,bge,0.32857900709447974,0.040355596404424904,0.39583333333333326,0.2934264036172708,0.0,0.41666666666666663,0.0010122659150511026,0.05544584197923541,0.2874508590903133
scifact-train,21,70% of burn patients are admitted for hospitalization and further treatment after appearing at hospital emergency wards or outpatient clinics.,2,bge,0.37300066924902253,0.3630319907903836,0.5371916329464423,0.34033827903669656,0.34033827903669656,0.5654648767857288,0.0018764720298349857,0.06020571803674102,0.2925625811330974
scifact-train,22,76-85% of people with severe mental disorder receive no treatment in low and middle income countries.,0,bm25,0.99972165427862,0.9899835591850282,0.95,1.0,1.0,1.0,0.0016188120935112238,0.05825394205749035,0.29079162515699863
scifact-train,24,90% of patients with melanoma and an objective response to PD-1 blockade will experience a progression in their melanoma.,1,l6,0.32840246695572783,0.9898229275022153,0.95,0.2934264036172708,1.0,1.0,0.0020509150344878435,0.05919267004355788,0.29081383696757257
scifact-train,25,90% of sudden infant death syndrome (SIDS) deaths happen in newborns aged less than 6 months.,1,l6,0.5869581416369106,0.9900744139344179,0.95,0.5654648767857288,1.0,1.0,0.0013527320697903633,0.057503890013322234,0.28967503597959876
scifact-train,26,A 100g dose of chloroquine chemoprophylactic regimen results in retinal toxicity after 1 year of weekly intake.,0,bm25,0.04958976825744364,0.0396964094458575,0.0,0.0,0.0,0.0,0.0024005069863051176,0.06029236293397844,0.29257938102819026
scifact-train,27,A 100g dose of chloroquine chemoprophylactic regimen results in retinal toxicity after 5-6 years of weekly intake.,0,bm25,0.04963207033080574,0.039634859103914434,0.0,0.0,0.0,0.0,0.0021485770121216774,0.06052869698032737,0.2919820270035416
scifact-train,28,A T helper 2 cell (Th2) environment impedes disease development in patients with systemic lupus erythematosus (SLE).,0,bm25,0.9993933345641793,0.9896815543878622,0.95,1.0,1.0,1.0,0.0034892919939011335,0.0593474879860878,0.28757959394715726
scifact-train,30,A breast cancer patient's capacity to metabolize tamoxifen influences treatment outcome.,1,l6,0.5868315617948376,0.9896729888122702,0.95,0.5654648767857288,1.0,1.0,0.0020850012078881264,0.05979882227256894,0.28952627815306187
scifact-train,32,A country's Vaccine Alliance (GAVI) eligibility is not indictivate of accelerated adoption of the Hub vaccine.,0,bm25,0.9999341741245075,0.9904198324629532,0.95,1.0,1.0,1.0,0.00037771998904645443,0.054972619051113725,0.2869084430858493
scifact-train,34,A deficiency of folate increases blood levels of homocysteine.,2,bge,0.5868857810724665,0.5774090698686016,0.95,0.5654648767857288,0.5654648767857288,1.0,0.0017785450909286737,0.056886130245402455,0.29075268818996847
scifact-train,35,A deficiency of vitamin B12 decreases blood levels of homocysteine.,1,l6,0.23268115436498626,0.29250964720930844,0.16493878171167375,0.19253705174241542,0.2659076186125986,0.1736197702228145,0.0013273211661726236,0.058544803177937865,0.2897514421492815
scifact-train,37,A deficiency of vitamin B6 decreases blood levels of homocysteine.,1,l6,0.2573320246929663,0.310384327754376,0.24418235822198067,0.2185988563846481,0.2848249001321995,0.25703406128629547,0.0019627290312200785,0.059421719051897526,0.2913021461572498
scifact-train,39,A diminished ovarian reserve does not solely indicate infertility in an a priori non-infertile population.,0,bm25,0.9997797263896238,0.9901872444974934,0.95,1.0,1.0,1.0,0.001272415043786168,0.05668358411639929,0.2888260290492326
scifact-train,40,"A diminished ovarian reserve is a very strong indicator of infertility, even in an a priori non-infertile population.",0,bm25,0.9997712300031951,0.9900589186363755,0.5371916329464423,1.0,1.0,0.5654648767857288,0.0013238550163805485,0.057527431985363364,0.2893419230822474
scifact-train,41,A high microerythrocyte count protects against severe anemia in homozygous alpha (+)- thalassemia trait subjects.,0,bm25,0.9996825487982277,0.9899756445573838,0.95,1.0,1.0,1.0,0.001843946985900402,0.05822746898047626,0.2904299898073077
scifact-train,43,A low percentage of hematopoietic progenitor cells are susceptible to HIV-1 infection ex vivo.,2,bge,0.23434663943985656,0.5772987453858591,0.95,0.19453241315894393,0.5654648767857288,1.0,0.0026471861638128757,0.057036133017390966,0.2882683780044317
scifact-train,44,A mutation in HNF4A leads to an increased risk of developing diabetes by the age of 14 years.,0,bm25,0.999474199401357,0.9885712013509453,0.95,1.0,1.0,1.0,0.0031083920039236546,0.0675639898981899,0.29558657901361585
scifact-train,45,A mutation in HNF4A leads to an increased risk of diabetes by the age of 14 years.,0,bm25,0.9995905670850304,0.9896282403796997,0.95,1.0,1.0,1.0,0.0024076569825410843,0.060990796191617846,0.29402337898500264
scifact-train,46,A single nucleotide variant the gene DGKK is strongly associated with increased risk of hypospadias.,0,bm25,0.9995000674211331,0.9899443242778396,0.95,1.0,1.0,1.0,0.0028845800552517176,0.058020626893267035,0.2884969071019441
scifact-train,47,A strong bias in the phage genome locations where the spacers were derived has been observed in many CRISPR subtypes that confer the immunity to phage.,0,bm25,0.9996792131030394,0.9906167730883985,0.95,1.0,1.0,1.0,0.001864155987277627,0.05452778399921954,0.2905598708894104
scifact-train,52,ALDH1 expression is associated with poorer prognosis for breast cancer primary tumors.,0,bm25,0.9995660852031483,0.9899603760986354,0.95,1.0,1.0,1.0,0.002502433955669403,0.057899605948477983,0.288355452939868
scifact-train,55,AMP-activated protein kinase (AMPK) activation reduces inflammation-related fibrosis in the lungs.,0,bm25,0.9995973158876691,0.2663248622298102,0.95,1.0,0.23809523809523808,1.0,0.002338957041501999,0.05730359489098191,0.2904208248946816
scifact-train,58,APOE4 expression in iPSC-derived neurons results in decreased tau phosphorylation.,0,bm25,0.9995535075234121,0.9900564300526292,0.95,1.0,1.0,1.0,0.002583220833912492,0.057529383804649115,0.2892793237697333
scifact-train,60,ART has no effect on the infectiveness of HIV-positive people.,2,bge,0.2939734240062721,0.4410613327024259,0.8699884490522206,0.25703406128629547,0.4221446636522743,0.9157773147918112,0.0012071309611201286,0.05763755086809397,0.2888782378286123
scifact-train,61,ART substantially reduces infectiveness of HIV-positive people.,0,bm25,0.8160696322630688,0.5456084727880858,0.5183367222909381,0.8065735963827292,0.5320460470092947,0.5456176024115138,0.0010122640524059534,0.05679853889159858,0.2887492061126977
scifact-train,62,ATF4 is a general endoplasmic reticulum stress marker.,0,bm25,0.37320720549887004,0.3189663446696586,0.2483650805429772,0.34033827903669656,0.2934264036172708,0.26143692688734443,0.0006570541299879551,0.05633982620202005,0.28777878102846444
scifact-train,63,ATM and Rad3 related protein are critical for sensing DNA damage.,0,bm25,0.049660429172169535,0.03977267311175488,0.0,0.0,0.0,0.0,0.001943483017385006,0.058534580981358886,0.28616754710674286
scifact-train,64,ATM and Rad3 related protein have no role in sensing DNA damage.,0,bm25,0.049598517334650684,0.04009136729059334,0.0,0.0,0.0,0.0,0.0022954789455980062,0.056652652099728584,0.2858752249740064
scifact-train,66,AZT given with ribavirin increases anemia.,0,bm25,0.049802565391129525,0.040386067715554,0.0,0.0,0.0,0.0,0.0011300980113446712,0.05502928700298071,0.28619552007876337
scifact-train,67,Activated Cdk5 phosphorylates the ATM protein in response to DNA damage.,0,bm25,0.9995628726462976,0.9897747973317136,0.95,1.0,1.0,1.0,0.0025108279660344124,0.058732826029881835,0.28719639079645276
scifact-train,68,Activated Cdk5 regulates DNA damage-induced neuronal death.,0,bm25,0.9996256581518386,0.9905383508955006,0.95,1.0,1.0,1.0,0.002145807957276702,0.054236206924542785,0.28661075001582503
scifact-train,69,Activation of PPM1D enhances p53 function.,0,bm25,0.9996460391202692,0.04042886161640948,0.95,1.0,0.0,1.0,0.0020350690465420485,0.05502847512252629,0.28747089905664325
scifact-train,71,Activation of the Rac1 homolog CED-10 kills viable cells in SRGP-1 mutant Caenorhabditis elegans.,0,bm25,0.9995764744722263,0.9905548540094485,0.95,1.0,1.0,1.0,0.0024508219212293625,0.054656376829370856,0.28933579684235156
scifact-train,73,Activator-inhibitor pairs are provided ventrally by Xrl-sizzled.,0,bm25,0.9998617120080933,0.5779159109638556,0.95,1.0,0.5654648767857288,1.0,0.0007988829165697098,0.053585388930514455,0.28884753677994013
scifact-train,74,Active H. pylori urease has a polymeric structure consisting of five distinct subunits.,1,l6,0.29802569101089255,0.9902562592261503,0.95,0.26143692688734443,1.0,1.0,0.001956053078174591,0.05615751910954714,0.28817227599211037
scifact-train,76,Active Ly49Q induces neutrophil polarization.,0,bm25,0.9997455504350516,0.9907503057038781,0.95,1.0,1.0,1.0,0.0014574839733541012,0.0529821349773556,0.2863993840292096
scifact-train,77,Active Ly49Q prevents neutrophil polarization.,0,bm25,0.9997578541229728,0.990453937291073,0.95,1.0,1.0,1.0,0.0013913412112742662,0.0548505331389606,0.2872940122615546
scifact-train,78,Active caspase-11 participate in regulating phagosome-lysosome fusion.,1,l6,0.5868844893292158,0.9903124676543404,0.95,0.5654648767857288,1.0,1.0,0.0017819020431488752,0.056202482199296355,0.290076358942315
scifact-train,79,Active caspase-11 protein promotes pyroptosis.,0,bm25,0.049442431172855336,0.03988556473189698,0.0,0.0,0.0,0.0,0.0032303710468113422,0.058599723037332296,0.2896836129948497
scifact-train,80,Acute ablation of KRAS causes severe growth impairment.,0,bm25,0.0496566972371747,0.040220296236733025,0.0,0.0,0.0,0.0,0.001987691968679428,0.056623600888997316,0.28949548094533384
scifact-train,81,Acute ablation of Snail in the embryonic cortex affects the proliferation and number of embryonic cortical precursors.,2,bge,0.04970694307838752,0.040706382792629316,0.2483650805429772,0.0,0.0,0.26143692688734443,0.0016946089453995228,0.053740572882816195,0.28912624483928084
scifact-train,82,"Addition of BMP4, activin A, CHIR99021, and SU504 to reprogramming fibroblasts generates, expands and maintains cardiovascular progenitor cells (CPCs)",2,bge,0.44532692206617697,0.04033612485243944,0.5371916329464423,0.41666666666666663,0.0,0.5654648767857288,0.002923451131209731,0.055788384983316064,0.28864396596327424
scifact-train,85,Adult tissue-resident macrophages are seeded before birth.,2,bge,0.38595525664474944,0.6072276929153363,0.8916772747855733,0.3537472630949308,0.5967132018086354,0.9386076576690247,0.0006075738929212093,0.05602839798666537,0.29030712880194187
scifact-train,86,Adult tissue-resident macrophages are seeded before birth.,2,bge,0.38596741474156204,0.6069763084689491,0.8916772747855733,0.3537472630949308,0.5967132018086354,0.9386076576690247,0.0005373549647629261,0.05752787389792502,0.2905086288228631
scifact-train,88,Adult tissue-resident macrophages possess a self-renewing capacity.,0,bm25,0.816133700478613,0.3445067537785689,0.4212550834364073,0.8065735963827292,0.3199534648580312,0.4434264036172708,0.0006410188507288694,0.05446164892055094,0.28818621463142335
scifact-train,89,Adult tissue-resident macrophages stem from the embryonal yolk sac and fetal liver.,2,bge,0.04983361852571606,0.3445056114626465,0.4212550834364073,0.0,0.3199534648580312,0.4434264036172708,0.0009553919080644846,0.054264609003439546,0.28710885997861624
scifact-train,90,Adult tissue-resident macrophages stem from the embryonal yolk sac and fetal liver.,2,bge,0.049841433175789034,0.4362697155694672,0.5371916329464423,0.0,0.41666666666666663,0.5654648767857288,0.0009057929273694754,0.054630956845358014,0.2856186758726835
scifact-train,91,Aged patients are less susceptible to ischaemia/reperfusion injury.,0,bm25,0.04972640328709558,0.04032338706014757,0.0,0.0,0.0,0.0,0.0015903469175100327,0.05624764785170555,0.2906370658893138
scifact-train,92,Aged patients are more susceptible to ischaemia/reperfusion injury.,0,bm25,0.04978900511092377,0.04014400972971299,0.0,0.0,0.0,0.0,0.0012189119588583708,0.05693779815919697,0.2888486930169165
scifact-train,93,Aggravated inflammation is dependent on NLRP3 inflammasome activation.,1,l6,0.23454763033268936,0.23601002414002908,0.0,0.19453241315894393,0.20607055338754615,0.0,0.0014847288839519024,0.0561139618512243,0.28755740891210735
scifact-train,95,Albendazole is used to treat soil-transmitted helminths.,0,bm25,0.049705336796989616,0.040092304132887724,0.0,0.0,0.0,0.0,0.0017111038323491812,0.057533808751031756,0.2903490858152509
scifact-train,96,Algerian physicians constitue the largest component of sub-Saharan Africa-trained physicians in the United States.,0,bm25,0.9998668509289274,0.990536713327538,0.95,1.0,1.0,1.0,0.0007691420614719391,0.054665134055539966,0.28882742300629616
scifact-train,98,Alirocumab treatment reduces apo(a) fractional clearance rate.,0,bm25,0.999747350587066,0.9900755611302972,0.95,1.0,1.0,1.0,0.0014720631297677755,0.05782479513436556,0.2913252622820437
scifact-train,104,Allogeneic mechanical circulatory support is not as effective as autologous mechanical circulatory support for treating acute myocardial infarction.,1,l6,0.37290047259577713,0.989672881184072,0.95,0.34033827903669656,1.0,1.0,0.0024641070049256086,0.06045991904102266,0.29272404103539884
scifact-train,105,Alteration of origin firing causes changes in termination zones of Okazaki fragments.,0,bm25,0.9997782010632486,0.9903514746403247,0.95,1.0,1.0,1.0,0.0012799599207937717,0.05567982397042215,0.28854058985598385
scifact-train,106,Ambulatory blood pressure monitoring is inaccurate at diagnosing hypertension.,0,bm25,0.999889444412847,0.9898455003717535,0.95,1.0,1.0,1.0,0.0006465490441769361,0.05938534811139107,0.29240903188474476
scifact-train,108,Amitriptyline is an effective treatment for chronic tension-type headaches.,1,l6,0.9551084332956156,0.9746997815548353,0.9345472921573553,0.9530127177673411,0.9837339917445846,0.9837339917445846,0.0014772971626371145,0.057353758020326495,0.29120942507870495
scifact-train,109,An M2-like phenotype in brown adipose tissue macrophages is quickly induced by cold exposure.,0,bm25,0.9997663079817141,0.5774051248955845,0.95,1.0,0.5654648767857288,1.0,0.00135132297873497,0.05659043602645397,0.28912476100958884
scifact-train,111,Androgenetic haploid mouse embryonic stem cells (ESCs) can be derived and genetically manipulated in vitro.,0,bm25,0.9995699814090846,0.9903712213237196,0.95,1.0,1.0,1.0,0.002482208190485835,0.055580465123057365,0.2886163811199367
scifact-train,112,Angiotensin converting enzyme inhibitors are associated with decreased risk for functional renal insufficiency.,0,bm25,0.9995690923569985,0.9895567129298753,0.95,1.0,1.0,1.0,0.0025353359524160624,0.06144528090953827,0.2941855399403721
scifact-train,114,Anthrax spores are very difficult to dispose once they are dispersed.,0,bm25,0.9999749843672128,0.9904585120565292,0.95,1.0,1.0,1.0,0.0001435361336916685,0.05474769719876349,0.28689286997541785
scifact-train,116,Anthrax spores remain deadly until affected areas are decontaminated.,0,bm25,0.9998349597833082,0.9902255465559832,0.95,1.0,1.0,1.0,0.0009513478726148605,0.056343270000070333,0.2882169848307967
scifact-train,119,Antidepressants increase the severity of migraines.,0,bm25,0.9997529237792795,0.9898071613110796,0.95,1.0,1.0,1.0,0.001433126861229539,0.05912196193821728,0.29001715686172247
scifact-train,120,Antidepressants reduce the severity of migraines.,0,bm25,0.9998222895808266,0.9900331980853758,0.95,1.0,1.0,1.0,0.0010328651405870914,0.05792773608118296,0.2906034281477332
scifact-train,121,Antimicrobial agents are less effective due to the pressure of antimicrobial usage.,1,l6,0.25897272462577714,0.990341903424671,0.95,0.22023243839286438,1.0,1.0,0.0014496250078082085,0.0564332059584558,0.292154906084761
scifact-train,122,Antimicrobial agents are more effective due to the pressure of antimicrobial usage.,2,bge,0.2590030816546254,0.43616550751766325,0.5371916329464423,0.22023243839286438,0.41666666666666663,0.5654648767857288,0.001263332786038518,0.05609429581090808,0.2901081219315529
scifact-train,123,Antiretroviral therapy increases rates of tuberculosis across a broad range of CD4 strata.,0,bm25,0.9996775441123892,0.9900897346277431,0.95,1.0,1.0,1.0,0.0018651238642632961,0.05732217384502292,0.28920604893937707
scifact-train,126,"Approximately 250,000 people are infected with human T-cell lymphotropic virus type 1 in the United Kingdom.",2,bge,0.5868246916145891,0.5772406616562766,0.95,0.5654648767857288,0.5654648767857288,1.0,0.0021182959899306297,0.057445429963991046,0.28864232590422034
scifact-train,134,Assessing treatment adherence is more beneficial to clinical practice than measuring routine outcomes.,2,bge,0.2344900218749153,0.24918510401773686,0.95,0.19453241315894393,0.22023243839286438,1.0,0.001852773828431964,0.05888421484269202,0.2933733658865094
scifact-train,138,Asymptomatic visual impairment screening in elderly populations leads to improved vision.,0,bm25,0.999763674943393,0.9895989334240526,0.95,1.0,1.0,1.0,0.0013978658244013786,0.06152244587428868,0.2957506589591503
scifact-train,139,At least 85% of patients exposed to radiation have activated markers of myofibroblasts.,0,bm25,0.049633488711852844,0.03825436691173964,0.0,0.0,0.0,0.0,0.0021368612069636583,0.06848025834187865,0.29151369631290436
scifact-train,144,Autologous transplantation of mesenchymal stem cells has better graft function than induction therapy with anti-interleukin-2 receptor antibodies.,0,bm25,0.9994866762842894,0.9901476254321548,0.95,1.0,1.0,1.0,0.0029688971117138863,0.05698292423039675,0.28918370814062655
scifact-train,149,Autophagy deficiency in the liver increases vulnerability to insulin resistance.,0,bm25,0.9997585544138943,0.9904532556365062,0.95,1.0,1.0,1.0,0.0013937728945165873,0.05510969879105687,0.2886308499146253
scifact-train,152,B cells go though plasmablast differentiation and antibody production by continuous expression of EBI2.,0,bm25,0.9995332893262547,0.9902943258710343,0.95,1.0,1.0,1.0,0.0026957609225064516,0.05606080708093941,0.28880429291166365
scifact-train,153,B3-Galectin decreases cell resistance to tyrosine kinase inhibitors (TKIs) by engaging the alternate KRAS-RalB signaling complex downstream of EGFR.,1,l6,0.24528517585820733,0.9899566385837969,0.95,0.20607055338754615,1.0,1.0,0.002808499848470092,0.058538522804155946,0.29142893687821925
scifact-train,154,B3-Galectin increases cell resistance to tyrosine kinase inhibitors (TKIs) by engaging the alternate KRAS-RalB signaling complex downstream of EGFR.,1,l6,0.25867491858271124,0.9898881817849197,0.95,0.22023243839286438,1.0,1.0,0.003187586087733507,0.059044542256742716,0.29195808805525303
scifact-train,155,BCL-2 activation antagonizes the apoptotic effects of c-Myc.,2,bge,0.04966144842523576,0.5774898649061672,0.95,0.0,0.5654648767857288,1.0,0.0019458979368209839,0.0557629968971014,0.2873857459053397
scifact-train,156,BCL-2 promotes the apoptotic effects of c-Myc.,1,l6,0.049779618312894874,0.9903757760976064,0.95,0.0,1.0,1.0,0.0012725419364869595,0.05557280499488115,0.28871317603625357
scifact-train,157,BLM gene encodes RecQ-class DNA helicase.,0,bm25,0.9997853844498423,0.9905379969577206,0.95,1.0,1.0,1.0,0.0012276140041649342,0.0541232330724597,0.2860030420124531
scifact-train,159,BRCA 1 mutation carriers' risk of breast and ovarian cancer depends on where the mutation is located.,0,bm25,0.9996692617192685,0.9901663151086073,0.95,1.0,1.0,1.0,0.0019306200556457043,0.05740221310406923,0.2918652251828462
scifact-train,160,Bacterial meningitis can be diagnosed on the basis of positive cerebrospinal fluid (CSF) cultures.,0,bm25,0.9998456543561614,0.9900114486011291,0.95,1.0,1.0,1.0,0.0008955439552664757,0.05795555096119642,0.2901098900474608
scifact-train,161,Bacteriophagaes MS2 and Qβ are members of the Leviviridae.,0,bm25,0.9999653690442805,0.990581544541608,0.95,1.0,1.0,1.0,0.00019688112661242485,0.053545046132057905,0.28425598214380443
scifact-train,164,Bariatric surgery increases rates of colorectal cancer.,0,bm25,0.9997114112590477,0.9900802695397881,0.5371916329464423,1.0,1.0,0.5654648767857288,0.0016689510084688663,0.05736725591123104,0.28915733215399086
scifact-train,165,Bariatric surgery increases rates of postmenopausal breast cancer.,0,bm25,0.9997046914146424,0.5772068595917165,0.0,1.0,0.5654648767857288,0.0,0.0017191681545227766,0.05812734621576965,0.2910799481905997
scifact-train,166,Bariatric surgery leads to negative outcomes in mental health.,0,bm25,0.9998070276356988,0.9900533389238912,0.95,1.0,1.0,1.0,0.0011277201119810343,0.05812775203958154,0.29219730920158327
scifact-train,167,Bariatric surgery leads to positive outcomes in mental health.,0,bm25,0.9997908633763954,0.989920512196663,0.95,1.0,1.0,1.0,0.0012197899632155895,0.058788641821593046,0.29162514489144087
scifact-train,168,Bariatric surgery reduces colorectal cancer.,0,bm25,0.9998100434937238,0.989845233919624,0.95,1.0,1.0,1.0,0.0010971419978886843,0.058651427971199155,0.2887876860331744
scifact-train,169,Bariatric surgery reduces postmenopausal breast cancer.,0,bm25,0.999809917508048,0.5773923255785728,0.27875508343640726,1.0,0.5654648767857288,0.2934264036172708,0.0011111078783869743,0.057280854787677526,0.2922699158079922
scifact-train,172,Basophils promote disease development in patients with systemic lupus erythematosus (SLE).,0,bm25,0.9995576590582169,0.9900180160915248,0.95,1.0,1.0,1.0,0.002554160077124834,0.05763785890303552,0.28870943607762456
scifact-train,173,Bcp1 is a chaperone for Rpl23.,0,bm25,0.049986530438518896,0.037105527538120714,0.0,0.0,0.0,0.0,3.802916035056114e-05,0.03640548815019429,0.14116703206673265
scifact-train,174,Beta-band coherence is diminished for visible stimuli over invisible stimuli.,0,bm25,0.04996733179529525,0.04117721090661223,0.0,0.0,0.0,0.0,0.00018584891222417355,0.05019271094352007,0.2844492280855775
scifact-train,175,Beta-band coherence is enhanced for visible stimuli over invisible stimuli.,0,bm25,0.0499168214090325,0.04053382922537017,0.0,0.0,0.0,0.0,0.00047487393021583557,0.05404320592060685,0.28545442083850503
scifact-train,176,BiP is a general endoplasmic reticulum stress marker.,0,bm25,0.37320349945734566,0.26639525822229415,0.27875508343640726,0.34033827903669656,0.23809523809523808,0.2934264036172708,0.0006814450025558472,0.05663145799189806,0.28907706891186535
scifact-train,177,Binding of p53 to enhancer regions (p53BERs) regulates the activity of p53 transcription and cell cycle arrest through the production of p53-dependent eRNAs.,0,bm25,0.9993966532441133,0.9901066384305488,0.95,1.0,1.0,1.0,0.0035101280082017183,0.05755722592584789,0.29088811483234167
scifact-train,178,Birth-weight is negatively associated with breast cancer.,2,bge,0.049755882602493806,0.9346640064501054,0.9418737389294266,0.0,0.9419121472949853,0.9914460409783439,0.0014255340211093426,0.059286155039444566,0.2919771461747587
scifact-train,181,Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 prevents TDP-43-induced neuronal loss.,0,bm25,0.999628428019046,0.9905558648848326,0.95,1.0,1.0,1.0,0.002156740054488182,0.05481722392141819,0.2902183379046619
scifact-train,182,Bone Marrow (BM) transplantation is used to treat acute myeloid leukemia (AML),0,bm25,0.04966112310688822,0.04046689692561145,0.0,0.0,0.0,0.0,0.0019585872069001198,0.055097925243899226,0.28898211219348013
scifact-train,184,Bone marrow cells don't contribute to adult macrophage compartments.,0,bm25,0.9996296555776658,0.9905826300180917,0.95,1.0,1.0,1.0,0.0021375559736043215,0.05435522785410285,0.288590274984017
scifact-train,186,British female students are bullied more than British male students.,1,l6,0.2761429409237509,0.9903744222311417,0.95,0.23809523809523808,1.0,1.0,0.00027483701705932617,0.05565268197096884,0.28908748808316886
scifact-train,187,British male students are bullied more than British female students.,1,l6,0.27614666665585225,0.9902512628477111,0.95,0.23809523809523808,1.0,1.0,0.000252024969086051,0.05608197394758463,0.2876371219754219
scifact-train,189,Broadly HIV-1 Neutralizing Antibodies (bnAb) 10EB have no affinity for phospholipids.,1,l6,0.44576912744463804,0.9903275994679785,0.95,0.41666666666666663,1.0,1.0,0.0003702871035784483,0.055782502982765436,0.28835914516821504
scifact-train,196,C2 works synergistically with A-769662 to activate dephosphorylated AMPK.,0,bm25,0.9997834308398854,0.9902859677422037,0.95,1.0,1.0,1.0,0.001252280082553625,0.05616999720223248,0.28911782312206924
scifact-train,197,CCL19 is a ligand for CCR7.,0,bm25,0.9999723487371139,0.5775894013645688,0.5371916329464423,1.0,0.5654648767857288,0.5654648767857288,0.00015857303515076637,0.05506638204678893,0.2867374191991985
scifact-train,199,CCL19 is predominantly present within dLNs.,0,bm25,0.9998361391385643,0.2887625011010485,0.5371916329464423,1.0,0.26143692688734443,0.5654648767857288,0.0009492530953139067,0.05562816024757922,0.28965217410586774
scifact-train,200,"CD28 initiates tonic signaling in conventional T cells, which causes an exhaustion phenotype and limited efficiency.",0,bm25,0.9995219801765147,0.9892951892560088,0.95,1.0,1.0,1.0,0.0028118970803916454,0.06296982802450657,0.29411929612979293
scifact-train,201,CD28 signals regulate trafficking of murine auto-reactive T cells into target tissues.,0,bm25,0.9995194990106356,0.9902535581762953,0.95,1.0,1.0,1.0,0.002770613878965378,0.0561988998670131,0.28830470074899495
scifact-train,203,CD44v6 is not associated with constitutive and reprogrammed cancer stem cells driving cancer metastasis.,0,bm25,0.9995023501787151,0.9903109331861615,0.95,1.0,1.0,1.0,0.002871384844183922,0.05590485199354589,0.2884945117402822
scifact-train,204,CDK6 shows impaired binding to loss-of-function variants of p18 INK4C.,0,bm25,0.9997482585751071,0.57789821704217,0.5371916329464423,1.0,0.5654648767857288,0.5654648767857288,0.001449870876967907,0.05352417891845107,0.287968274904415
scifact-train,205,CDK6 shows improved binding to loss-of-function variants of p18 INK4C.,0,bm25,0.9997318971742698,0.9903160340925247,0.95,1.0,1.0,1.0,0.0015448140911757946,0.05579921416938305,0.28810104611329734
